ticker,date,open,high,low,close
AXISBANK,2010-01-04,198.77999877929688,199.9900054931641,197.6199951171875,140.71202087402344
AXISBANK,2010-01-05,199.6000061035156,204.0,199.13999938964844,143.64793395996094
AXISBANK,2010-01-06,204.0,205.7400054931641,198.50999450683597,141.23680114746094
AXISBANK,2010-01-07,199.2899932861328,201.1999969482422,197.82000732421875,142.23672485351562
AXISBANK,2010-01-08,200.6000061035156,203.97999572753903,199.2700042724609,144.0947265625
AXISBANK,2010-01-11,203.8000030517578,210.6000061035156,203.0200042724609,148.8390350341797
AXISBANK,2010-01-12,209.6000061035156,215.0,206.1999969482422,148.82484436035156
AXISBANK,2010-01-13,208.3000030517578,209.7700042724609,205.30999755859372,147.54833984375
AXISBANK,2010-01-14,208.9600067138672,215.8000030517578,208.3800048828125,151.20761108398438
AXISBANK,2010-01-15,216.0,218.67999267578125,213.0399932861328,152.86703491210938
AXISBANK,2010-01-18,214.0,222.6000061035156,212.13999938964844,157.1007537841797
AXISBANK,2010-01-19,235.5399932861328,235.5399932861328,218.6199951171875,156.83126831054688
AXISBANK,2010-01-20,221.3999938964844,223.7700042724609,216.0399932861328,153.71095275878906
AXISBANK,2010-01-21,217.0,218.1999969482422,210.0,150.5197296142578
AXISBANK,2010-01-22,209.0,211.5800018310547,205.0,146.3214874267578
AXISBANK,2010-01-25,205.1999969482422,205.92999267578125,201.02999877929688,144.48475646972656
AXISBANK,2010-01-27,200.6199951171875,201.92999267578125,193.02999877929688,137.96755981445312
AXISBANK,2010-01-28,195.6000061035156,206.0,195.6000061035156,144.49893188476562
AXISBANK,2010-01-29,201.9900054931641,209.0,197.63999938964844,145.4776153564453
AXISBANK,2010-02-01,205.1999969482422,214.3999938964844,201.0,150.70411682128906
AXISBANK,2010-02-02,213.0399932861328,216.3999938964844,206.0500030517578,147.1228485107422
AXISBANK,2010-02-03,209.1100006103516,215.3999938964844,204.80999755859372,151.90260314941406
AXISBANK,2010-02-04,211.97999572753903,213.7899932861328,209.0,148.70428466796875
AXISBANK,2010-02-05,206.7400054931641,207.6000061035156,199.0200042724609,145.4776153564453
AXISBANK,2010-02-08,205.0,208.33999633789062,200.1999969482422,145.0520782470703
AXISBANK,2010-02-09,205.0,211.3999938964844,202.63999938964844,147.30014038085938
AXISBANK,2010-02-10,208.8000030517578,209.1000061035156,204.0200042724609,145.32862854003906
AXISBANK,2010-02-11,206.0,208.97999572753903,205.67999267578125,146.54132080078125
AXISBANK,2010-02-15,206.6000061035156,208.8999938964844,202.0,145.92434692382812
AXISBANK,2010-02-16,206.3999938964844,208.33999633789062,203.6699981689453,145.54139709472656
AXISBANK,2010-02-17,206.8000030517578,214.7700042724609,206.3999938964844,151.37782287597656
AXISBANK,2010-02-18,213.3999938964844,223.25999450683597,213.1100006103516,155.80299377441406
AXISBANK,2010-02-19,214.3999938964844,220.4499969482422,214.1999969482422,155.23562622070312
AXISBANK,2010-02-22,220.6999969482422,223.0,216.25,157.07240295410156
AXISBANK,2010-02-23,220.0,225.9600067138672,217.7400054931641,155.75335693359375
AXISBANK,2010-02-24,219.0,222.19000244140625,213.00999450683597,155.13636779785156
AXISBANK,2010-02-25,219.22000122070312,220.58999633789062,216.30999755859372,155.48387145996094
AXISBANK,2010-02-26,220.8000030517578,227.3999938964844,217.0,159.49061584472656
AXISBANK,2010-03-02,226.1999969482422,235.0,226.0,163.81651306152344
AXISBANK,2010-03-03,232.8000030517578,234.9900054931641,228.16000366210938,162.9513397216797
AXISBANK,2010-03-04,230.0,230.4900054931641,222.5,159.08641052246094
AXISBANK,2010-03-05,225.0,227.8999938964844,220.0800018310547,156.49085998535156
AXISBANK,2010-03-08,228.8500061035156,228.8500061035156,221.4199981689453,160.1714324951172
AXISBANK,2010-03-09,209.0,226.67999267578125,209.0,158.5190887451172
AXISBANK,2010-03-10,223.52999877929688,227.0,223.3999938964844,160.48345947265625
AXISBANK,2010-03-11,225.47999572753903,230.97999572753903,225.47999572753903,163.298828125
AXISBANK,2010-03-12,230.1999969482422,232.32000732421875,228.30999755859372,163.25628662109375
AXISBANK,2010-03-15,225.72000122070312,230.8600006103516,225.72000122070312,162.07196044921875
AXISBANK,2010-03-16,227.8000030517578,229.77999877929688,226.5,162.384033203125
AXISBANK,2010-03-17,231.0,231.4900054931641,227.80999755859372,162.993896484375
AXISBANK,2010-03-18,229.05999755859372,234.3999938964844,228.82000732421875,165.0646514892578
AXISBANK,2010-03-19,234.3999938964844,234.3999938964844,230.30999755859372,163.95835876464844
AXISBANK,2010-03-22,220.0,230.47000122070312,220.0,162.61094665527344
AXISBANK,2010-03-23,230.6999969482422,234.3800048828125,230.3999938964844,164.80226135253906
AXISBANK,2010-03-25,230.4199981689453,233.0399932861328,229.3600006103516,163.7881622314453
AXISBANK,2010-03-26,231.0200042724609,239.58999633789062,230.3000030517578,169.24160766601562
AXISBANK,2010-03-29,239.3999938964844,243.0,237.0,170.05006408691406
AXISBANK,2010-03-30,239.7899932861328,242.3999938964844,233.92999267578125,166.38368225097656
AXISBANK,2010-03-31,234.3999938964844,236.94000244140625,232.3800048828125,165.69580078125
AXISBANK,2010-04-01,233.6000061035156,236.83999633789062,233.6000061035156,166.447509765625
AXISBANK,2010-04-05,235.44000244140625,236.6000061035156,231.6000061035156,166.95103454589844
AXISBANK,2010-04-06,236.0,236.77999877929688,233.1999969482422,166.58935546875
AXISBANK,2010-04-07,236.3999938964844,238.6300048828125,229.66000366210938,165.1355743408203
AXISBANK,2010-04-08,231.38999938964844,233.1000061035156,230.0,164.06471252441406
AXISBANK,2010-04-09,232.0,239.97000122070312,231.5,167.85165405273438
AXISBANK,2010-04-12,236.25999450683597,237.67999267578125,233.02999877929688,166.92266845703125
AXISBANK,2010-04-13,236.0,236.0,230.6100006103516,164.185302734375
AXISBANK,2010-04-15,233.0,234.58999633789062,228.3999938964844,162.86624145507812
AXISBANK,2010-04-16,229.22999572753903,231.94000244140625,226.27999877929688,162.8804168701172
AXISBANK,2010-04-19,228.0,232.8000030517578,225.63999938964844,164.42640686035156
AXISBANK,2010-04-20,232.0,239.0,232.0,168.3551483154297
AXISBANK,2010-04-21,239.0,250.3999938964844,239.0,175.50352478027344
AXISBANK,2010-04-22,244.2400054931641,248.3999938964844,244.22000122070312,173.73770141601562
AXISBANK,2010-04-23,244.8999938964844,248.0,244.32000732421875,175.290771484375
AXISBANK,2010-04-26,248.0,257.39999389648443,247.58999633789062,181.4888458251953
AXISBANK,2010-04-27,254.6000061035156,257.0,251.44000244140625,181.0562744140625
AXISBANK,2010-04-28,253.0,253.9900054931641,249.25,177.8721160888672
AXISBANK,2010-04-29,251.7700042724609,256.98001098632807,251.7700042724609,180.70877075195312
AXISBANK,2010-04-30,257.20001220703125,257.20001220703125,252.6199951171875,180.1272735595703
AXISBANK,2010-05-03,253.6000061035156,256.58999633789057,250.3999938964844,178.77984619140625
AXISBANK,2010-05-04,252.4199981689453,258.17999267578125,248.8500061035156,177.21261596679688
AXISBANK,2010-05-05,243.32000732421875,250.32000732421875,243.27999877929688,176.05665588378906
AXISBANK,2010-05-06,244.8000030517578,250.55999755859372,244.0,175.01419067382812
AXISBANK,2010-05-07,241.0399932861328,244.0,236.44000244140625,168.94378662109375
AXISBANK,2010-05-10,240.3999938964844,251.77999877929688,240.3999938964844,177.21261596679688
AXISBANK,2010-05-11,249.8000030517578,255.77999877929688,248.8500061035156,178.6167449951172
AXISBANK,2010-05-12,246.25999450683597,259.60000610351557,246.25999450683597,182.9497375488281
AXISBANK,2010-05-13,259.0,264.0,258.60000610351557,186.02040100097656
AXISBANK,2010-05-14,261.60000610351557,262.5599975585937,256.0,183.7794342041016
